request_key,attempt,raw_file,phase,utc_start,http_status,error,ok,latency_ms,response_id,model_snapshot,provider,input_tokens,output_tokens,cost,noul,choice,choice_confidence,score,score_confidence,p_DEFER,p_STANDARD,p_ACCELERATED,p_EMERGENCY,p_REVIEW,s_0,s_1,s_2,s_3,s_4
sast-887c6f6efbf5efe5f5c2f736,1,sast-887c6f6efbf5efe5f5c2f736__a1.json,secondary,2026-09-24T01:08:19.682+00:00,200,,True,136.1,gen-dec-1790212099-aNoOOnnRD7Ml7LbWq1Rh,typesafe/jev-1.13-20260917,TypeSafe,1254,100,5.2668e-05,0.78,ACCELERATED,0.69,2.88,0.61,0.0,0.05,0.76,0.17,0.02,0.0,0.0,0.29,0.53,0.18
sast-88cc2d34bfdde1a5cf566c42,1,sast-88cc2d34bfdde1a5cf566c42__a1.json,secondary,2026-09-24T01:11:25.553+00:00,200,,True,201.4,gen-dec-1790212285-gL0bUk9tqfGH4Zk8pLSM,typesafe/jev-1.13-20260917,TypeSafe,1259,100,5.2878e-05,0.93,EMERGENCY,0.71,3.93,0.94,0.0,0.0,0.22,0.78,0.0,0.0,0.0,0.0,0.07,0.93
sast-899478b65cc6534075e52423,1,sast-899478b65cc6534075e52423__a1.json,secondary,2026-09-24T01:07:39.552+00:00,200,,True,201.8,gen-dec-1790212059-61FmIq5wfCPj1KTLqQuP,typesafe/jev-1.13-20260917,TypeSafe,1228,98,5.1576e-05,0.15,DEFER,0.71,0.55,0.54,0.77,0.02,0.0,0.0,0.21,0.58,0.32,0.09,0.01,0.0
sast-89e6b8da54b5871fb21b61b3,1,sast-89e6b8da54b5871fb21b61b3__a1.json,sast_main,2026-09-24T01:06:21.115+00:00,200,,True,299.8,gen-dec-1790211981-USbOq4MrIwNanM0eQCpt,typesafe/jev-1.13-20260917,TypeSafe,1265,98,5.313e-05,0.14,DEFER,0.75,0.39,0.67,0.8,0.03,0.0,0.0,0.17,0.65,0.3,0.05,0.0,0.0
sast-8a7676df32ebcb1dfbe0ccd7,1,sast-8a7676df32ebcb1dfbe0ccd7__a1.json,secondary,2026-09-24T01:07:49.440+00:00,200,,True,175.9,gen-dec-1790212069-cctpXzQp7O8Ftpgf1tru,typesafe/jev-1.13-20260917,TypeSafe,1221,98,5.1282e-05,0.67,REVIEW,0.57,2.67,0.68,0.0,0.12,0.21,0.01,0.66,0.0,0.02,0.32,0.63,0.03
sast-8b10bece243a9c6cfa8c12a6,1,sast-8b10bece243a9c6cfa8c12a6__a1.json,secondary,2026-09-24T01:11:13.094+00:00,200,,True,209.2,gen-dec-1790212273-eeG3mfZWP1OHHxBvdjAC,typesafe/jev-1.13-20260917,TypeSafe,1238,100,5.1996e-05,0.58,ACCELERATED,0.54,2.36,0.6,0.01,0.31,0.62,0.02,0.04,0.0,0.05,0.54,0.39,0.02
sast-8b4731cbc4c5a39881fcd7f8,1,sast-8b4731cbc4c5a39881fcd7f8__a1.json,secondary,2026-09-24T01:07:51.617+00:00,200,,True,203.9,gen-dec-1790212071-ooH6RmgqPXYpfNiKF1jW,typesafe/jev-1.13-20260917,TypeSafe,1258,98,5.2836e-05,0.16,DEFER,0.83,0.89,0.58,0.87,0.02,0.0,0.0,0.11,0.31,0.5,0.18,0.01,0.0
sast-8bd44fe40539ec3a2ab8f00a,1,sast-8bd44fe40539ec3a2ab8f00a__a1.json,sast_main,2026-09-24T01:06:45.189+00:00,200,,True,164.4,gen-dec-1790212005-U4d75Ao4IVyM3Jrr1pVY,typesafe/jev-1.13-20260917,TypeSafe,1235,98,5.187e-05,0.39,DEFER,0.42,1.37,0.0,0.53,0.14,0.06,0.01,0.26,0.3,0.27,0.27,0.11,0.05
sast-8c03625504f004a4dab4c464-rep1,1,sast-8c03625504f004a4dab4c464-rep1__a1.json,secondary,2026-09-24T01:07:34.519+00:00,200,,True,215.0,gen-dec-1790212054-mJHxBs2RuI1uyqKPwd4A,typesafe/jev-1.13-20260917,TypeSafe,1262,98,5.3004e-05,0.1,DEFER,0.83,0.14,0.89,0.87,0.0,0.0,0.0,0.13,0.89,0.1,0.01,0.0,0.0
sast-8c03625504f004a4dab4c464-rep2,1,sast-8c03625504f004a4dab4c464-rep2__a1.json,secondary,2026-09-24T01:07:23.236+00:00,200,,True,157.5,gen-dec-1790212043-21rwiRiSB8p8eaphpPuS,typesafe/jev-1.13-20260917,TypeSafe,1262,98,5.3004e-05,0.1,DEFER,0.81,0.13,0.89,0.86,0.0,0.0,0.0,0.14,0.89,0.1,0.01,0.0,0.0
sast-8c03625504f004a4dab4c464-rep3,1,sast-8c03625504f004a4dab4c464-rep3__a1.json,secondary,2026-09-24T01:09:11.847+00:00,200,,True,135.9,gen-dec-1790212151-iwt1YcMBxR0dDCORYRkG,typesafe/jev-1.13-20260917,TypeSafe,1262,98,5.3004e-05,0.1,DEFER,0.83,0.11,0.91,0.87,0.0,0.0,0.0,0.13,0.91,0.08,0.01,0.0,0.0
sast-8c03625504f004a4dab4c464,1,sast-8c03625504f004a4dab4c464__a1.json,sast_main,2026-09-24T01:06:46.749+00:00,200,,True,154.6,gen-dec-1790212006-Y0bJwalAvAJhjOXVUsjK,typesafe/jev-1.13-20260917,TypeSafe,1262,98,5.3004e-05,0.1,DEFER,0.8,0.13,0.89,0.85,0.0,0.0,0.0,0.15,0.89,0.1,0.01,0.0,0.0
sast-8c7b348208e02861099223c0,1,sast-8c7b348208e02861099223c0__a1.json,secondary,2026-09-24T01:11:38.343+00:00,200,,True,204.8,gen-dec-1790212298-eHgu7fRRXt87TNblezn1,typesafe/jev-1.13-20260917,TypeSafe,1241,98,5.2122e-05,0.21,DEFER,0.6,1.21,0.56,0.68,0.05,0.01,0.0,0.26,0.16,0.49,0.33,0.02,0.0
sast-8c8e64f5be1c329e717f1cd1,1,sast-8c8e64f5be1c329e717f1cd1__a1.json,secondary,2026-09-24T01:12:54.448+00:00,200,,True,216.0,gen-dec-1790212374-vGr1uYOkALJp96EIxVLY,typesafe/jev-1.13-20260917,TypeSafe,1229,98,5.1618e-05,0.18,DEFER,0.6,1.04,0.45,0.6900000000000001,0.12,0.03,0.0,0.16,0.31,0.38,0.29,0.02,0.0
sast-90009dae0b22a551a9ff5b21,1,sast-90009dae0b22a551a9ff5b21__a1.json,secondary,2026-09-24T01:10:31.118+00:00,200,,True,160.4,gen-dec-1790212231-VXYW1uWZd62E6A72WonN,typesafe/jev-1.13-20260917,TypeSafe,1237,98,5.1954e-05,0.19,DEFER,0.82,0.96,0.44,0.85,0.02,0.01,0.0,0.12,0.36,0.38,0.21,0.04,0.01
sast-90a9d593edc75545a915d114,1,sast-90a9d593edc75545a915d114__a1.json,sast_main,2026-09-24T01:06:44.156+00:00,200,,True,162.0,gen-dec-1790212004-aZppdRQ2TiHo6aCk2eKf,typesafe/jev-1.13-20260917,TypeSafe,1261,100,5.2962e-05,0.58,ACCELERATED,0.61,2.42,0.61,0.0,0.23,0.69,0.02,0.06,0.0,0.02,0.55,0.42,0.01
sast-90abf6a2685773602d588cc3,1,sast-90abf6a2685773602d588cc3__a1.json,secondary,2026-09-24T01:09:05.425+00:00,200,,True,185.7,gen-dec-1790212145-gcJT8JlillbCLr4SIPV3,typesafe/jev-1.13-20260917,TypeSafe,1264,100,5.3088e-05,0.86,EMERGENCY,0.44,3.45,0.54,0.0,0.02,0.43,0.54,0.01,0.0,0.0,0.04,0.46,0.5
sast-92628f71194b51044aeb9d15,1,sast-92628f71194b51044aeb9d15__a1.json,secondary,2026-09-24T01:07:33.490+00:00,200,,True,172.1,gen-dec-1790212053-KQg7jY7sOyJYMiojfHMq,typesafe/jev-1.13-20260917,TypeSafe,1289,98,5.4138e-05,0.12,DEFER,0.9,0.85,0.64,0.92,0.04,0.0,0.0,0.04,0.29,0.58,0.13,0.0,0.0
sast-92a4daa82e0e3f19c52dd4db,1,sast-92a4daa82e0e3f19c52dd4db__a1.json,secondary,2026-09-24T01:10:51.655+00:00,200,,True,222.3,gen-dec-1790212251-5U25yEKxEqVrsmV0Fn7O,typesafe/jev-1.13-20260917,TypeSafe,1223,100,5.1366e-05,0.82,ACCELERATED,0.38,3.62,0.68,0.0,0.01,0.5,0.48,0.01,0.0,0.0,0.04,0.29,0.67
sast-92e3cc12a8f9137dc9c7b9ac,1,sast-92e3cc12a8f9137dc9c7b9ac__a1.json,secondary,2026-09-24T01:12:34.358+00:00,200,,True,170.5,gen-dec-1790212354-73cLK1P58jCwJckh6Lml,typesafe/jev-1.13-20260917,TypeSafe,1255,99,5.271e-05,0.28,STANDARD,0.59,1.92,0.72,0.06,0.68,0.12,0.0,0.14,0.01,0.19,0.68,0.12,0.0
sast-9386da27a91442d199f3b382,1,sast-9386da27a91442d199f3b382__a1.json,secondary,2026-09-24T01:08:24.367+00:00,200,,True,134.1,gen-dec-1790212104-vqgGfU6VeGg5qEIScLjo,typesafe/jev-1.13-20260917,TypeSafe,1261,98,5.2962e-05,0.1,DEFER,0.71,0.43,0.64,0.77,0.05,0.0,0.0,0.18,0.61,0.36,0.03,0.0,0.0
sast-93b1117110a966e96df61701,1,sast-93b1117110a966e96df61701__a1.json,sast_main,2026-09-24T01:06:38.329+00:00,200,,True,275.7,gen-dec-1790211998-MhyNcsvRDg1T3j6oJWh8,typesafe/jev-1.13-20260917,TypeSafe,1243,99,5.2206e-05,0.57,STANDARD,0.34,2.42,0.46,0.02,0.47,0.29,0.11,0.11,0.0,0.11,0.48,0.29,0.12
sast-941e399ac2d93fcda3eee80d,1,sast-941e399ac2d93fcda3eee80d__a1.json,sast_main,2026-09-24T01:06:35.232+00:00,200,,True,188.1,gen-dec-1790211995-0CwmI6NjobdsOrr98fE2,typesafe/jev-1.13-20260917,TypeSafe,1221,100,5.1282e-05,0.57,ACCELERATED,0.62,3.02,0.65,0.0,0.06,0.7,0.23,0.01,0.0,0.04,0.12,0.62,0.22
sast-9476c3107ac5d0f67d5e2c5c,1,sast-9476c3107ac5d0f67d5e2c5c__a1.json,secondary,2026-09-24T01:09:24.277+00:00,200,,True,253.3,gen-dec-1790212164-P9kuAvuyXfAOXm4lVIiW,typesafe/jev-1.13-20260917,TypeSafe,1268,98,5.3256e-05,0.14,DEFER,0.66,0.73,0.52,0.72,0.1,0.0,0.0,0.18,0.42,0.43,0.15,0.0,0.0
sast-952086750231da35b3067c5a,1,sast-952086750231da35b3067c5a__a1.json,secondary,2026-09-24T01:09:17.799+00:00,200,,True,162.2,gen-dec-1790212157-Aa2VSXmj9vymQKuETvMJ,typesafe/jev-1.13-20260917,TypeSafe,1249,98,5.2458e-05,0.2,REVIEW,0.43,0.99,0.45,0.4,0.04,0.01,0.0,0.55,0.34,0.39,0.22,0.05,0.0
sast-95f839574a353ab5f7b40b9b,1,sast-95f839574a353ab5f7b40b9b__a1.json,secondary,2026-09-24T01:08:43.816+00:00,200,,True,193.7,gen-dec-1790212123-ZaamDcTEbkac5MbK5BHd,typesafe/jev-1.13-20260917,TypeSafe,1242,98,5.2164e-05,0.27,DEFER,0.49,1.37,0.0,0.58,0.03,0.03,0.01,0.35,0.35,0.24,0.19,0.14,0.08
sast-9601db2f7ef7c80ecc3e94a6,1,sast-9601db2f7ef7c80ecc3e94a6__a1.json,secondary,2026-09-24T01:09:43.556+00:00,200,,True,220.2,gen-dec-1790212183-zL9beqiP7ejiwZVdwYhD,typesafe/jev-1.13-20260917,TypeSafe,1251,99,5.2542e-05,0.57,STANDARD,0.48,2.51,0.56,0.0,0.59,0.31,0.03,0.07,0.0,0.05,0.4,0.53,0.02
sast-96f97e42567d2fe469458651,1,sast-96f97e42567d2fe469458651__a1.json,secondary,2026-09-24T01:11:05.460+00:00,200,,True,412.1,gen-dec-1790212265-2wrn5rXTWyeiInVMxwfl,typesafe/jev-1.13-20260917,TypeSafe,1236,100,5.1912e-05,0.78,ACCELERATED,0.73,2.98,0.72,0.0,0.05,0.79,0.15,0.01,0.0,0.01,0.16,0.67,0.16
sast-9a3c5197f1db37983c0357f1,1,sast-9a3c5197f1db37983c0357f1__a1.json,secondary,2026-09-24T01:07:35.084+00:00,200,,True,178.0,gen-dec-1790212055-tKZijVKUk3NE6ZZX9C3P,typesafe/jev-1.13-20260917,TypeSafe,1242,98,5.2164e-05,0.67,REVIEW,0.2,3.65,0.71,0.17,0.07,0.26,0.14,0.36,0.01,0.02,0.04,0.17,0.76
sast-9a8051c0f1c15e624e0e5d29,1,sast-9a8051c0f1c15e624e0e5d29__a1.json,secondary,2026-09-24T01:07:58.743+00:00,200,,True,170.8,gen-dec-1790212078-6dvxnzoyJe3619C4M3f2,typesafe/jev-1.13-20260917,TypeSafe,1255,100,5.271e-05,0.79,ACCELERATED,0.68,2.85,0.61,0.0,0.05,0.75,0.18,0.02,0.0,0.0,0.3,0.54,0.16
sast-9ba702e3c784f1c00a53f092,1,sast-9ba702e3c784f1c00a53f092__a1.json,secondary,2026-09-24T01:10:03.295+00:00,200,,True,211.0,gen-dec-1790212203-Ld94Oi0hSwOY5oyOo9PZ,typesafe/jev-1.13-20260917,TypeSafe,1258,98,5.2836e-05,0.17,DEFER,0.72,1.03,0.57,0.78,0.04,0.0,0.0,0.18,0.24,0.5,0.25,0.01,0.0
sast-9bb9fcf4d8bf061239bdec22,1,sast-9bb9fcf4d8bf061239bdec22__a1.json,sast_main,2026-09-24T01:06:28.871+00:00,200,,True,131.6,gen-dec-1790211988-heKc7rCK1BYb2RWCCWo7,typesafe/jev-1.13-20260917,TypeSafe,1235,100,5.187e-05,0.7,ACCELERATED,0.47,2.7,0.5,0.01,0.24,0.57,0.14,0.04,0.0,0.04,0.37,0.44,0.15
sast-9bec092a0a143d78a172c76f,1,sast-9bec092a0a143d78a172c76f__a1.json,secondary,2026-09-24T01:08:31.188+00:00,200,,True,230.1,gen-dec-1790212111-fu5N27pqCSIfkAw79IuQ,typesafe/jev-1.13-20260917,TypeSafe,1245,100,5.229e-05,0.94,EMERGENCY,0.77,3.97,0.97,0.0,0.0,0.18,0.8200000000000001,0.0,0.0,0.0,0.0,0.03,0.97
sast-9c844664b85f5d314a8241b9,1,sast-9c844664b85f5d314a8241b9__a1.json,secondary,2026-09-24T01:11:37.743+00:00,200,,True,249.0,gen-dec-1790212297-eXdbHVNiY8ZIGySONfrr,typesafe/jev-1.13-20260917,TypeSafe,1247,100,5.2374e-05,0.53,ACCELERATED,0.06,2.95,0.47,0.23,0.23,0.25,0.04,0.25,0.01,0.04,0.23,0.43,0.29
sast-9ce043540f06c2d4d1c21769,1,sast-9ce043540f06c2d4d1c21769__a1.json,sast_main,2026-09-24T01:06:54.458+00:00,200,,True,184.8,gen-dec-1790212014-FgxWJIWTRlzYMHcOLcAw,typesafe/jev-1.13-20260917,TypeSafe,1245,98,5.229e-05,0.18,DEFER,0.75,0.88,0.56,0.8,0.05,0.01,0.0,0.14,0.33,0.48,0.18,0.01,0.0
sast-9d0a2fad81bd87d7dd2e328f,1,sast-9d0a2fad81bd87d7dd2e328f__a1.json,secondary,2026-09-24T01:12:40.773+00:00,200,,True,235.9,gen-dec-1790212360-rXXtkeMqEaY5XpkfJOmD,typesafe/jev-1.13-20260917,TypeSafe,1256,98,5.2752e-05,0.23,DEFER,0.45,1.56,0.47,0.56,0.09,0.03,0.0,0.32,0.16,0.21,0.53,0.1,0.0
sast-9db837882f33b87773dc87c0,1,sast-9db837882f33b87773dc87c0__a1.json,secondary,2026-09-24T01:09:44.126+00:00,200,,True,174.7,gen-dec-1790212184-RR56RekRxOVpzi8JOE12,typesafe/jev-1.13-20260917,TypeSafe,1167,98,4.9014e-05,0.09,DEFER,0.92,0.41,0.66,0.93,0.03,0.0,0.0,0.04,0.64,0.31,0.05,0.0,0.0
sast-9e5e500309d1aacbebf68176,1,sast-9e5e500309d1aacbebf68176__a1.json,secondary,2026-09-24T01:10:56.334+00:00,200,,True,170.6,gen-dec-1790212256-iHU6EszLPPeIyuNDexEj,typesafe/jev-1.13-20260917,TypeSafe,1240,99,5.208e-05,0.52,STANDARD,0.3,2.25,0.59,0.03,0.44,0.43,0.03,0.07,0.01,0.11,0.53,0.32,0.03
sast-9f5751494e086c3686fd251f,1,sast-9f5751494e086c3686fd251f__a1.json,secondary,2026-09-24T01:11:57.135+00:00,200,,True,255.1,gen-dec-1790212317-Ht7sHQOn0C4Fz4bqAw64,typesafe/jev-1.13-20260917,TypeSafe,1260,98,5.292e-05,0.16,DEFER,0.66,0.93,0.6,0.73,0.03,0.0,0.0,0.24,0.27,0.54,0.18,0.01,0.0
sast-9fb1ece49e9045cae8113fd0,1,sast-9fb1ece49e9045cae8113fd0__a1.json,secondary,2026-09-24T01:10:56.855+00:00,200,,True,168.0,gen-dec-1790212256-1AfXZtD6UyvETdJzxy1q,typesafe/jev-1.13-20260917,TypeSafe,1245,98,5.229e-05,0.27,DEFER,0.28,1.74,0.59,0.43,0.38,0.02,0.0,0.17,0.01,0.35,0.53,0.11,0.0
sast-a01c072d7693c889751b9424,1,sast-a01c072d7693c889751b9424__a1.json,secondary,2026-09-24T01:11:29.255+00:00,200,,True,152.8,gen-dec-1790212289-bjP05lQUJChqcwlhPOrc,typesafe/jev-1.13-20260917,TypeSafe,1237,98,5.1954e-05,0.23,REVIEW,0.3,1.32,0.33,0.44,0.1,0.02,0.0,0.44,0.18,0.38,0.39,0.05,0.0
sast-a0581737c03c67e4a27e3e62,1,sast-a0581737c03c67e4a27e3e62__a1.json,sast_main,2026-09-24T01:06:58.646+00:00,200,,True,227.6,gen-dec-1790212018-YssuV2bevaRVKUTVcWOw,typesafe/jev-1.13-20260917,TypeSafe,1241,100,5.2122e-05,0.78,ACCELERATED,0.49,3.57,0.64,0.0,0.05,0.6,0.33,0.02,0.0,0.01,0.04,0.32,0.63
sast-a11c071b9999cf48c4b56159,1,sast-a11c071b9999cf48c4b56159__a1.json,secondary,2026-09-24T01:07:21.595+00:00,200,,True,232.0,gen-dec-1790212041-JhackfZCM2fFUrRQm3oh,typesafe/jev-1.13-20260917,TypeSafe,1277,98,5.3634e-05,0.07,DEFER,0.9,0.22,0.82,0.92,0.02,0.0,0.0,0.06,0.8,0.18,0.02,0.0,0.0
sast-a2704444c41c72363462c493,1,sast-a2704444c41c72363462c493__a1.json,secondary,2026-09-24T01:08:40.575+00:00,200,,True,190.3,gen-dec-1790212120-qzwzdh71TJZe5fqb7JE1,typesafe/jev-1.13-20260917,TypeSafe,1166,98,4.8972e-05,0.13,DEFER,0.65,0.61,0.49,0.72,0.07,0.01,0.0,0.2,0.53,0.34,0.12,0.01,0.0
sast-a2e67c26cd3d8f0fe3442aab,1,sast-a2e67c26cd3d8f0fe3442aab__a1.json,secondary,2026-09-24T01:08:29.642+00:00,200,,True,142.5,gen-dec-1790212109-C70sdfbmejwusmq7ivtD,typesafe/jev-1.13-20260917,TypeSafe,1239,100,5.2038e-05,0.71,ACCELERATED,0.53,2.63,0.54,0.01,0.28,0.62,0.04,0.05,0.0,0.06,0.32,0.53,0.09
sast-a315cfbb242e9f2ae61ea612,1,sast-a315cfbb242e9f2ae61ea612__a1.json,secondary,2026-09-24T01:07:56.616+00:00,200,,True,210.7,gen-dec-1790212076-ztvsELb5CJlFskqxF0I8,typesafe/jev-1.13-20260917,TypeSafe,1247,99,5.2374e-05,0.45,STANDARD,0.6,2.25,0.56,0.01,0.68,0.17,0.07,0.07,0.0,0.14,0.54,0.25,0.07
sast-a34017506578c0ca7607d587,1,sast-a34017506578c0ca7607d587__a1.json,secondary,2026-09-24T01:09:57.735+00:00,200,,True,200.7,gen-dec-1790212197-ZaHJz006mdPS9hbjyDeF,typesafe/jev-1.13-20260917,TypeSafe,1246,98,5.2332e-05,0.21,DEFER,0.79,1.13,0.49,0.84,0.04,0.01,0.0,0.11,0.25,0.45,0.25,0.04,0.01
sast-a4f4d90e2b9c22ce6313d8f4,1,sast-a4f4d90e2b9c22ce6313d8f4__a1.json,sast_main,2026-09-24T01:06:21.765+00:00,200,,True,208.1,gen-dec-1790211981-IJfXdYGRggNCA9vscmI9,typesafe/jev-1.13-20260917,TypeSafe,1240,100,5.208e-05,0.68,ACCELERATED,0.82,3.2,0.7,0.0,0.05,0.85,0.07,0.03,0.0,0.0,0.08,0.64,0.28
sast-a61692e91dbc3d8ca2ee6501,1,sast-a61692e91dbc3d8ca2ee6501__a1.json,secondary,2026-09-24T01:09:09.224+00:00,200,,True,162.0,gen-dec-1790212149-b011s3bwLhpBkBTDKu4U,typesafe/jev-1.13-20260917,TypeSafe,1272,99,5.3424e-05,0.32,STANDARD,0.15,1.97,0.53,0.27,0.32,0.12,0.01,0.28,0.04,0.21,0.56,0.12,0.07
sast-a8137c4daf038b5916de3148,1,sast-a8137c4daf038b5916de3148__a1.json,sast_main,2026-09-24T01:06:32.000+00:00,200,,True,175.8,gen-dec-1790211992-Isa57KIC9To4oZxQCTQM,typesafe/jev-1.13-20260917,TypeSafe,1243,98,5.2206e-05,0.05,DEFER,0.91,0.06,0.95,0.93,0.0,0.0,0.0,0.07,0.94,0.06,0.0,0.0,0.0
sast-a92e75e700f67a8db6d71068,1,sast-a92e75e700f67a8db6d71068__a1.json,secondary,2026-09-24T01:07:38.944+00:00,200,,True,257.3,gen-dec-1790212058-rLtI4IVtrC4mJ8ygTvOw,typesafe/jev-1.13-20260917,TypeSafe,1259,98,5.2878e-05,0.11,DEFER,0.88,0.37,0.69,0.91,0.01,0.0,0.0,0.08,0.65,0.33,0.02,0.0,0.0
sast-a944615e073ec930f47339e0,1,sast-a944615e073ec930f47339e0__a1.json,sast_main,2026-09-24T01:06:02.535+00:00,200,,True,266.7,gen-dec-1790211962-M53HQN4N8nSdLccOvJKl,typesafe/jev-1.13-20260917,TypeSafe,1253,100,5.2626e-05,0.45,ACCELERATED,0.44,2.75,0.66,0.0,0.36,0.55,0.03,0.06,0.0,0.02,0.29,0.61,0.08
sast-aad452b9ec6919b877948827,1,sast-aad452b9ec6919b877948827__a1.json,secondary,2026-09-24T01:12:49.502+00:00,200,,True,166.1,gen-dec-1790212369-2AEkLW2mZiGYYf769e6p,typesafe/jev-1.13-20260917,TypeSafe,1216,100,5.1072e-05,0.67,ACCELERATED,0.45,2.66,0.51,0.01,0.19,0.56,0.17,0.07,0.0,0.04,0.38,0.46,0.12
sast-ac62fa3c7f8236f19815ff65,1,sast-ac62fa3c7f8236f19815ff65__a1.json,secondary,2026-09-24T01:07:53.259+00:00,200,,True,359.1,gen-dec-1790212073-6eW9GEV9Kc8dznlzTn7Z,typesafe/jev-1.13-20260917,TypeSafe,1221,98,5.1282e-05,0.56,REVIEW,0.95,2.48,0.55,0.0,0.02,0.02,0.0,0.96,0.0,0.03,0.46,0.5,0.01
sast-ad56d51dcff877ff004b2918,1,sast-ad56d51dcff877ff004b2918__a1.json,secondary,2026-09-24T01:12:19.221+00:00,200,,True,201.1,gen-dec-1790212339-D8dhwM3epMsEc62vmMTd,typesafe/jev-1.13-20260917,TypeSafe,1261,98,5.2962e-05,0.14,DEFER,0.48,0.77,0.51,0.59,0.3,0.01,0.0,0.1,0.41,0.43,0.15,0.01,0.0
sast-ae3019f6d0411c94733282ca,1,sast-ae3019f6d0411c94733282ca__a1.json,sast_main,2026-09-24T01:06:23.323+00:00,200,,True,194.2,gen-dec-1790211983-pK6UhhV9xFYMwt5k0IVN,typesafe/jev-1.13-20260917,TypeSafe,1242,100,5.2164e-05,0.78,ACCELERATED,0.8,2.67,0.57,0.0,0.04,0.84,0.1,0.02,0.0,0.0,0.42,0.49,0.09
sast-aeb164e762f015e6de770ed0,1,sast-aeb164e762f015e6de770ed0__a1.json,secondary,2026-09-24T01:11:19.527+00:00,200,,True,238.4,gen-dec-1790212279-yj8CxUTAUJIC3S3WUNuj,typesafe/jev-1.13-20260917,TypeSafe,1251,99,5.2542e-05,0.53,STANDARD,0.55,2.37,0.64,0.01,0.64,0.29,0.0,0.06,0.0,0.03,0.57,0.4,0.0
sast-af622f28aef551cda8729525,1,sast-af622f28aef551cda8729525__a1.json,sast_main,2026-09-24T01:06:08.919+00:00,200,,True,143.8,gen-dec-1790211968-L7f394QbOBf4hzkU8MPh,typesafe/jev-1.13-20260917,TypeSafe,1226,100,5.1492e-05,0.8,ACCELERATED,0.51,3.41,0.59,0.0,0.02,0.61,0.36,0.01,0.0,0.0,0.04,0.51,0.45
sast-b0c35b4c797725511e69c179,1,sast-b0c35b4c797725511e69c179__a1.json,sast_main,2026-09-24T01:06:03.669+00:00,200,,True,170.5,gen-dec-1790211963-9PoYiFJZwxMe9Rh3Ubql,typesafe/jev-1.13-20260917,TypeSafe,1259,100,5.2878e-05,0.75,ACCELERATED,0.63,2.42,0.63,0.0,0.23,0.71,0.01,0.05,0.0,0.01,0.5599999999999999,0.42,0.01
sast-b100a24a6a64b9cc8ea6df3a,1,sast-b100a24a6a64b9cc8ea6df3a__a1.json,secondary,2026-09-24T01:11:48.882+00:00,200,,True,165.7,gen-dec-1790212308-Rl9il28FuOPV2OWcWx0l,typesafe/jev-1.13-20260917,TypeSafe,1234,99,5.1828e-05,0.16,STANDARD,0.87,1.23,0.79,0.04,0.9,0.0,0.0,0.06,0.01,0.75,0.24,0.0,0.0
sast-b1298d27796d139ab99d914b,1,sast-b1298d27796d139ab99d914b__a1.json,sast_main,2026-09-24T01:06:56.596+00:00,200,,True,147.4,gen-dec-1790212016-x9udKkHxc11Gb6ZudDZh,typesafe/jev-1.13-20260917,TypeSafe,1224,99,5.1408e-05,0.51,STANDARD,0.57,2.21,0.65,0.01,0.66,0.24,0.0,0.09,0.01,0.09,0.59,0.31,0.0
sast-b18417fa041710daaeeb5f1c,1,sast-b18417fa041710daaeeb5f1c__a1.json,secondary,2026-09-24T01:09:36.856+00:00,200,,True,188.9,gen-dec-1790212176-Utb8JeRly5Cd2EK8Cni5,typesafe/jev-1.13-20260917,TypeSafe,1223,99,5.1366e-05,0.47,STANDARD,0.73,1.89,0.86,0.0,0.79,0.19,0.0,0.02,0.0,0.13,0.84,0.03,0.0
sast-b18971daef381b6addf6726e,1,sast-b18971daef381b6addf6726e__a1.json,secondary,2026-09-24T01:09:35.513+00:00,200,,True,227.7,gen-dec-1790212175-lRn8vgHs4UBsHW3Z7XwE,typesafe/jev-1.13-20260917,TypeSafe,1272,98,5.3424e-05,0.18,DEFER,0.29,1.11,0.42,0.43,0.13,0.03,0.0,0.41,0.29,0.36,0.31,0.04,0.0
sast-b1e485d283603d545ff51500,1,sast-b1e485d283603d545ff51500__a1.json,secondary,2026-09-24T01:08:42.759+00:00,200,,True,182.5,gen-dec-1790212122-zNPVWFhvWyPFnVgJMGYn,typesafe/jev-1.13-20260917,TypeSafe,1242,98,5.2164e-05,0.19,REVIEW,0.63,1.07,0.61,0.27,0.02,0.0,0.0,0.71,0.2,0.57,0.2,0.03,0.0
sast-b2692a0631d0f6c63ee2310e,1,sast-b2692a0631d0f6c63ee2310e__a1.json,secondary,2026-09-24T01:07:35.613+00:00,200,,True,172.5,gen-dec-1790212055-jOYCtccVFgkWL98Co0aE,typesafe/jev-1.13-20260917,TypeSafe,1238,98,5.1996e-05,0.2,DEFER,0.61,0.91,0.46,0.69,0.07,0.02,0.0,0.22,0.37,0.39,0.21,0.03,0.0
sast-b375a8720c5876f002c1c531,1,sast-b375a8720c5876f002c1c531__a1.json,secondary,2026-09-24T01:08:43.292+00:00,200,,True,173.6,gen-dec-1790212123-Ep5n3PLyrgOWIykyzfJZ,typesafe/jev-1.13-20260917,TypeSafe,1232,99,5.1744e-05,0.56,STANDARD,0.51,2.46,0.55,0.0,0.62,0.32,0.02,0.04,0.0,0.04,0.49,0.44,0.03
